source,target,weight,RideID,DriverID,CustomerID,VehicleID,StartLocation,EndLocation,StartTime,EndTime,TripDistance,TripDuration,ZoneID,TimeSlot,Demand,Supply,BaseFare,DistanceFare,SurgeMultiplier,CurrentLocation,AvailabilityStatus,StartCoordinates,EndCoordinates,EndPoint,TimeCost,MonetaryCost,EstimatedTimeToDestination,CurrentTrafficConditions,ProbabilityValue,RandomSeed,TripSuccessRate,AverageWaitTime,Cost,TripDuration,TimeOfDay,WeatherCondition,DayOfWeek,TrafficCondition,PickupLocation,DropoffLocation,UserAgeGroup,HistoricalTripCount
0,380,8.282190016,6O5DXT,EI4TKV,ZB7O94,O9O2CR,"64.564684, 81.554627","-48.735068, -82.807825",12/6/2023 20:58,12/6/2023 21:17,40.89,19,7,20,48,20,2.96,1.82,2.5,"88.747337, -147.057466",Available,"-64.71542965434375, -93.41517330428695","-64.2557447778177, 265.88933712007133",832,31.28,82.2,32.81,Light,0.577154871,7987,0.96,14.77,5.85,65,Evening,Rainy,Sunday,Moderate,85,29,18-25,41
0,381,9.63458819,4AR9X2,YD3AEO,Y2Q3FG,UVMXLL,"27.817172, 80.800198","69.530662, -55.676784",12/6/2023 7:02,12/6/2023 8:56,5.01,114,1,9,34,23,4.02,2.38,2.9,"56.32625, -163.751002",Available,"14.642059626222078, -91.01312776192616","13.950607249737875, 268.2916322167398",638,34.95,6.6,34.92,Moderate,1.342559898,5244,0.83,12.41,2.67,6,Morning,Sunny,Sunday,Moderate,22,94,56+,48
0,382,4.395641752,HE8J2I,JX6MV8,YJ40PG,9B7SSZ,"-75.964505, -157.11117","30.728297, -41.872219",12/6/2023 7:36,12/6/2023 8:10,47.92,34,7,13,22,23,3.24,1.56,1.9,"58.388517, 26.796737",Unavailable,"56.94054713046765, 37.11351960368174","56.269896605402934, 36.56985439945128",286,95.41,61.8,91.35,Moderate,0.363281487,704,0.88,14.6,14.88,31,Evening,Sunny,Saturday,Light,81,35,18-25,8
0,383,7.847603913,88KEDV,E2J3EK,8E6L1C,EGZ1H2,"-17.791125, 101.31378","61.083333, -29.618402",12/6/2023 18:38,12/6/2023 19:35,41.58,57,9,16,19,19,3.74,1.6,1.6,"-9.827235, -18.032246",Unavailable,"-21.68700022644188, 166.03312389463173","-21.277943964902768, 165.09932633724895",798,22.7,95.21,18.69,Moderate,-2.458203081,240,0.9,6.23,76.06,99,Evening,Sunny,Saturday,Heavy,50,22,18-25,19
0,384,7.685741893,Y21U1F,6BRKTB,5Z7CR2,1TSQC4,"-21.54555, -119.416677","55.270866, 170.630176",12/6/2023 23:48,12/7/2023 0:21,13.54,33,8,6,33,28,4.73,2.06,2.2,"-37.881924, 15.239392",Available,"-34.408520338188794, -125.37300766201562","-35.26478562778209, 235.37872692857158",188,10.62,119.38,9.46,Heavy,-0.393953075,313,0.96,13.55,86.41,53,Night,Sunny,Friday,Light,17,43,56+,4
0,385,1.373345474,TFFDXP,LOCP53,GHHGH9,77R1TQ,"29.530388, 170.5233","86.390788, 81.231499",12/6/2023 20:05,12/6/2023 21:41,15.2,96,1,19,21,7,4.89,2.43,1.1,"30.832097, 98.318973",Available,"62.958202348309555, -152.17899434020475","62.072492984528786, 207.68258203791677",901,117.07,99.19,111.01,Moderate,1.28047791,3744,0.81,6.55,72.79,12,Morning,Sunny,Monday,Light,3,90,46-55,46
0,386,3.700345712,7P85VK,TAWBV1,4M833W,RKQ4UR,"-77.407684, -116.844016","30.412067, 166.329118",12/6/2023 9:29,12/6/2023 10:09,23.09,40,9,10,9,19,2.45,2.1,2.1,"-68.999852, -126.937088",Available,"-42.80686735226888, -34.386490387921526","-42.369086025142614, 325.2912182168393",333,83.87,41.69,84.9,Light,-0.471445767,5020,0.86,14.43,26.61,89,Afternoon,Sunny,Wednesday,Heavy,93,57,26-35,30
0,387,8.178060887,CEOFX2,YK7CX1,I615LO,ZV6O8T,"52.882911, 83.773917","45.095193, 12.25777",12/6/2023 9:22,12/6/2023 10:58,40.66,96,9,0,13,8,3.68,1.47,1.7,"86.982308, -9.599867",Unavailable,"11.643511881641913, 139.11520796846673","10.844405789040676, 138.7427685213343",476,21.71,31.07,18.98,Heavy,0.69075412,493,0.99,14.14,12.03,71,Night,Rainy,Thursday,Moderate,95,97,46-55,48
0,388,7.724640015,WCIR2C,S9N6UU,CYUJMO,1KTUTO,"-31.082244, 134.135381","21.48641, 64.911944",12/6/2023 21:50,12/6/2023 23:48,10.63,118,6,5,19,5,3.87,1.2,2.5,"-75.498425, 84.698177",Unavailable,"18.237339069218493, 22.495364147610957","17.523421475152652, 22.16668423326315",30,20.09,87.29,19.77,Moderate,2.559019946,2812,0.81,5.26,83,23,Night,Sunny,Wednesday,Light,27,58,26-35,45
0,389,1.239877156,I9U53V,TMPSLR,5GU6W8,E1V316,"4.999974, -97.856308","-3.883014, -66.893208",12/6/2023 10:58,12/6/2023 11:18,22.66,20,7,6,48,21,4.36,1.01,2,"3.309116, -21.339916",Available,"-28.196678861915345, 24.639792352042093","-28.782778419062613, 24.425259822275553",976,33.71,99.16,35.5,Heavy,-0.321451634,5631,0.97,7.91,86.21,7,Night,Sunny,Wednesday,Light,86,98,26-35,50
0,390,9.477943615,M5S8TK,GQ0WZC,8H19IH,V8JYAH,"-88.450602, 106.571516","51.844082, -13.813729",12/6/2023 2:12,12/6/2023 2:35,48.12,23,6,18,11,19,3.11,1.65,1.9,"-62.406733, 161.071962",Unavailable,"35.630204815125424, 82.49461974298771","36.137758046630566, 82.50779643576894",337,52.45,80.46,58.81,Light,-0.19089367,59,1,11.13,10.2,89,Afternoon,Cloudy,Saturday,Light,89,13,46-55,37
0,391,1.637285031,826HGU,I3R465,LPOKZ5,CLJ0QL,"-25.223147, 157.94879","-37.861723, 162.298144",12/6/2023 1:53,12/6/2023 2:42,13.16,49,9,6,30,1,4.42,2.17,2.9,"11.968895, 16.401393",Unavailable,"-87.4689187471867, 109.53000559168356","-87.53617373971632, 110.34251920093195",477,34.86,47.05,39.32,Light,-0.997224139,9267,0.99,10.85,11.18,6,Morning,Sunny,Monday,Heavy,48,53,36-45,15
0,392,2.502191209,SWERFW,NFJQAS,PR8GP1,W8OHN2,"63.339219, -151.155846","-21.33011, -99.605253",12/6/2023 4:08,12/6/2023 4:39,36.31,31,4,10,34,6,2.48,2.18,1.9,"-10.237509, -129.202595",Unavailable,"81.65153287635076, -5.517185477740497","80.6558913120955, 353.72996263733745",133,50.41,111.34,48.87,Moderate,1.281709084,8365,0.85,14.43,69.8,75,Night,Rainy,Monday,Light,85,50,18-25,22
0,393,8.379510512,XSK09S,JUJME2,SESB79,073UNP,"-58.235846, -18.95845","-28.661746, -7.105507",12/6/2023 15:06,12/6/2023 16:37,22.08,91,9,4,50,1,4.45,2.25,1.3,"17.827739, -145.911393",Unavailable,"78.04165386199281, -45.267134491725415","77.65063795462677, 314.8744442792666",282,45.24,28.43,36.24,Heavy,-0.663587364,928,0.94,5.73,50.76,101,Morning,Sunny,Friday,Heavy,7,92,56+,47
0,394,3.000714928,O8ZHRW,NCBLZ8,H1R1JI,KKY62Y,"-83.153067, -64.364428","20.803214, -110.46687",12/6/2023 5:45,12/6/2023 5:59,13.66,14,1,10,34,12,2.19,2.48,2.6,"2.4592, -117.437707",Available,"24.554012859943, -78.9699129538846","24.50400218796694, 281.6402737593157",140,24.89,9.78,28.05,Moderate,0.852696978,2750,0.97,9.02,82.84,81,Morning,Cloudy,Sunday,Moderate,16,92,56+,33
0,395,2.111473608,Q1SK1P,JLMHKK,GSA7LP,JLTCIL,"-7.407246, -104.076397","30.064836, 175.017464",12/6/2023 4:22,12/6/2023 4:33,23.89,11,3,17,45,28,3.06,1.55,3,"-19.965101, -2.352846",Available,"-65.42479042175468, -7.717511060777895","-65.86329182932367, 353.2058483399551",963,92.19,87.72,84.92,Moderate,-1.243046932,8385,0.94,13.31,96.8,61,Evening,Cloudy,Thursday,Moderate,56,96,26-35,6
0,396,9.512241269,IVU99E,IPQH2L,87CXZA,UOER9I,"32.360521, 104.32824","7.78741, 60.932706",12/6/2023 3:48,12/6/2023 4:22,2.21,34,9,20,12,4,4.63,2.18,2.4,"-52.296193, -71.090703",Available,"36.163445999574606, 34.2115001379791","35.926580066227594, 34.132528875002095",496,46.92,42.44,48.98,Light,0.540496856,4919,0.89,10.58,40.55,89,Evening,Sunny,Wednesday,Moderate,78,67,26-35,47
0,397,5.498801774,BT88AQ,S0PSRH,IHVN1A,YQOLJ5,"9.233558, -58.294339","11.812937, 56.853578",12/6/2023 11:48,12/6/2023 12:03,15.59,15,1,20,30,27,2.26,1.06,2.8,"26.82684, -130.280912",Available,"-62.80226302896902, -168.00002878832188","-62.611496032862576, 192.23476793403444",290,73.73,121.07,77.35,Heavy,1.715554912,2482,0.84,6.92,19.58,59,Morning,Cloudy,Wednesday,Heavy,58,98,36-45,31
0,398,1.002238978,XN4EXY,LCKBOI,WFE06J,GIW8NI,"70.984763, 86.610515","9.678331, 144.211591",12/6/2023 6:24,12/6/2023 7:56,43.3,92,1,10,45,2,4.4,1.39,3,"-65.804464, 123.002449",Available,"-46.33760367330359, -34.72346529481797","-47.20413981186598, 326.15466953908543",199,96.36,7.94,79.62,Light,1.167480931,8016,0.81,10.9,61.58,22,Morning,Cloudy,Monday,Heavy,27,3,26-35,14
0,399,3.368843653,H44AE4,DZBFGX,1R8TJ9,SOIAZ3,"-24.939374, 7.90229","-41.67091, -174.720695",12/6/2023 17:15,12/6/2023 18:16,7.31,61,7,13,34,5,2.2,2.5,1.5,"48.358453, -155.796596",Available,"-24.4867750885753, 126.17538918067868","-25.405813149423814, 125.81310669185592",51,47.13,43.36,39.41,Light,-0.54820119,9985,0.93,8.14,17.33,41,Morning,Cloudy,Tuesday,Moderate,82,10,46-55,42
0,400,7.878863002,K2DBIR,LCUTLZ,RFHL32,RSGHDN,"-61.890438, -84.629915","25.135748, 92.95191",12/6/2023 0:09,12/6/2023 1:45,19.83,96,4,20,49,21,3.4,2.14,2.9,"-26.028339, -48.955522",Unavailable,"16.550233786052885, -80.96585031149321","16.638952372361196, 279.69332408118163",861,113,81.87,102.06,Moderate,0.695954779,1400,0.92,8.44,36.91,68,Morning,Rainy,Wednesday,Moderate,43,41,56+,49
0,401,6.22875237,M5BZ85,DISRQ0,UEAS2E,25SU75,"-49.904925, -87.587179","51.07598, -111.108077",12/6/2023 15:42,12/6/2023 17:24,37.92,102,4,8,24,22,3.86,2.17,2.4,"-15.773816, -119.471344",Available,"-32.822121524192525, -53.117846073614714","-33.76868440864352, 306.1823897976023",408,48,96.23,49.54,Heavy,-0.477150415,8589,0.83,7.46,80.69,78,Morning,Rainy,Friday,Heavy,77,67,56+,18
0,402,7.845840786,K7FPHE,SUEJDG,IE097L,LTQWZG,"26.577559, 63.196425","86.758523, 108.908821",12/6/2023 8:26,12/6/2023 8:49,21.58,23,7,21,11,23,2.34,1.76,2.9,"26.607507, -5.904773",Available,"-76.18919747296643, -111.72918290887336","-76.72421050783984, 247.88389481811242",380,69.37,12.05,75.75,Moderate,0.474219699,52,0.87,5.93,92.37,9,Evening,Sunny,Wednesday,Light,68,34,18-25,3
0,403,2.71041326,7ESFIR,QYL811,6LE8JB,0CHRB8,"-21.868023, -72.784205","-29.874925, -67.535972",12/6/2023 13:16,12/6/2023 15:03,1.96,107,6,0,20,22,3.23,1.01,1.9,"63.290308, -114.589985",Available,"23.253402702650504, -151.5522816388135","22.774549723488608, 208.86163361878383",631,22.2,24.83,23.33,Light,0.396736381,6825,0.86,12.07,3.64,37,Night,Rainy,Wednesday,Heavy,59,76,36-45,24
0,404,8.933258708,JA4I18,ZNFQM8,254XOX,9FOTGO,"-50.342139, -103.559518","69.908206, 63.425582",12/6/2023 10:55,12/6/2023 11:21,15.86,26,7,15,20,28,3.09,1.49,2.2,"-60.758506, -3.8744",Unavailable,"57.75056349255922, -31.731534883906022","58.49500151809128, 327.3392114474298",941,87.58,82.04,74.56,Moderate,-0.634764564,4335,0.99,6.15,63.75,109,Night,Cloudy,Wednesday,Moderate,72,33,26-35,20
0,405,4.735901502,94WFLY,60ZOAA,RIVA3C,C3DMXS,"-44.312881, 27.943446","-81.507109, 115.935932",12/6/2023 19:02,12/6/2023 20:38,2.5,96,2,4,32,7,3.66,2.19,2.3,"-84.276507, 171.661985",Unavailable,"18.96307580682722, 115.54295056176278","19.25509664393252, 114.54503679059356",258,86.52,54.09,83.4,Moderate,-0.721357366,7749,0.91,6.62,74.09,97,Night,Rainy,Wednesday,Moderate,43,31,56+,24
0,406,8.560875256,Q1PU0M,CD7PRT,DQYTR6,K9X3NR,"-85.033548, 14.9927","-70.049223, 98.403191",12/6/2023 12:08,12/6/2023 13:01,42.72,53,6,1,16,18,4.63,1.28,2.8,"-71.916432, 47.045799",Unavailable,"-6.3531210637444815, 52.21701404958904","-6.291726436329814, 51.319361438976436",740,109.26,2.63,112.99,Light,1.393622552,7231,0.89,10.37,44.74,81,Afternoon,Rainy,Wednesday,Light,10,84,26-35,26
0,407,2.371351717,NN3A4J,90542C,5I6QPI,NRTR6L,"-73.325289, 95.095775","5.211014, -132.650779",12/6/2023 10:55,12/6/2023 12:19,5.3,84,6,3,41,22,3.65,1.88,2.8,"59.84122, -102.637963",Unavailable,"89.31527759141119, 105.28745467509532","88.4678909873693, 104.64667316676345",147,36.48,11.4,32.17,Light,-1.413833339,4306,0.9,14.96,59.97,55,Night,Cloudy,Saturday,Light,88,38,56+,0
0,408,4.156893131,8EKWWP,QRQFIJ,T8OUAV,RRARMV,"-65.722276, -136.079027","43.612442, -78.578196",12/6/2023 0:23,12/6/2023 0:45,44.15,22,7,0,40,13,3.61,2.36,2.3,"-83.941949, -57.082349",Unavailable,"20.676717588335734, 48.08276576317638","20.231609118232985, 48.028491158984956",539,92.35,48.37,101.55,Heavy,0.807037109,5304,0.94,14.42,83.57,76,Afternoon,Cloudy,Thursday,Light,8,95,36-45,26
0,409,1.853063195,77HJ1Z,ESYT6W,PQHP4Q,FI46KM,"25.076928, -116.110437","-7.043892, 71.626683",12/6/2023 12:33,12/6/2023 14:32,14.53,119,4,21,32,21,3.26,2.02,1.8,"77.928986, -77.094026",Unavailable,"-87.691886442354, -22.419669340507284","-86.80756614814311, 336.7048180094137",735,90.63,67.89,93.17,Light,-0.897191766,6029,0.95,11.82,94.92,26,Morning,Sunny,Monday,Heavy,70,81,56+,17
0,410,4.967513182,CP7HMK,61GUTV,E5G7JC,OQ4FJQ,"-36.688762, 164.617828","-70.766528, 158.678602",12/6/2023 16:04,12/6/2023 16:24,20.67,20,9,9,31,25,2.24,1.23,2.6,"-57.576798, -51.663717",Unavailable,"58.28253893400006, -126.38088041606153","58.902824979889864, 233.62090832154146",127,115.85,20.69,130.32,Light,-0.224811589,333,0.99,9.27,61.12,87,Afternoon,Rainy,Sunday,Heavy,60,51,26-35,17
0,411,2.073003476,VY5XPD,J7YY3W,HOD07N,X7529F,"16.111047, -44.786523","-62.225455, 57.554821",12/6/2023 5:36,12/6/2023 7:31,44.23,115,8,9,28,24,2.03,2.06,1.2,"70.850696, -131.720864",Unavailable,"7.49975704846527, -1.3914306360480282","7.3799432318938765, 359.53276660474614",897,84.12,78.05,72.28,Heavy,-0.862100478,2657,0.85,13.39,53.63,45,Afternoon,Cloudy,Saturday,Light,82,96,46-55,50
0,412,1.000412975,J8DPPO,NJ4N84,H09PQ6,N9YZLV,"62.013459, -77.857266","62.656208, 131.238259",12/6/2023 10:35,12/6/2023 10:51,10.82,16,3,1,37,25,3.08,1.27,2.9,"40.228032, -147.480571",Available,"-36.614785152783384, -155.77941498719065","-36.50846114022541, 204.4351660081195",317,47,65.09,48.88,Light,-0.042724518,4235,0.81,14.99,10.27,96,Evening,Sunny,Wednesday,Moderate,95,87,18-25,47
0,413,1.754713574,9LPAWP,31C3I9,NXIV5K,STOTOI,"-65.518454, -84.783479","42.500907, -71.126195",12/6/2023 3:04,12/6/2023 4:02,28.94,58,1,5,36,6,3.39,2.35,2.5,"-85.899488, 52.794189",Available,"-34.178432432337566, -70.03488008027755","-33.51019426652979, 289.9425042582968",223,28.95,111.47,31.37,Moderate,-0.04886274,1433,0.91,6.85,44.08,47,Morning,Cloudy,Wednesday,Heavy,54,1,56+,7
0,414,8.782236579,BQZ7JB,MCS90A,LQ6CLI,WZNIKW,"19.951133, 58.650325","81.457093, 162.179798",12/6/2023 7:36,12/6/2023 8:24,3.23,48,10,20,25,24,2.25,1.17,2.1,"-58.489625, 86.645518",Available,"-12.125130266874578, 106.5536992610273","-12.388315672133743, 106.13857698817404",716,89.65,32.5,92.26,Heavy,1.451187044,1223,0.81,6.57,5.17,55,Evening,Cloudy,Wednesday,Light,74,4,18-25,42
0,415,2.978188569,MN0J1H,FVQSG9,G1NTRA,IEN421,"-72.493566, -26.386763","-19.194592, 88.522528",12/6/2023 21:21,12/6/2023 22:56,29.74,95,5,2,49,16,2.5,1.78,1.6,"-75.14375, 10.02777",Available,"68.27844858921694, -49.14141754145405","69.27535376880145, 311.6850053839294",135,40.81,58.18,45.58,Light,1.300921963,697,0.86,13,10.89,69,Evening,Sunny,Monday,Moderate,11,63,26-35,40
0,416,8.476123721,49PGFR,EUW0LX,DQ6CXD,8L7XFN,"-82.481507, -177.162744","-1.988996, 45.601982",12/6/2023 2:23,12/6/2023 4:02,13.19,99,7,11,9,27,4.85,2.07,2.6,"-11.352638, 150.810411",Available,"7.986670168469004, -94.05479409745969","8.23001174893791, 266.93178652839526",887,63.43,29.07,73.38,Moderate,-1.659096923,6673,0.87,10.01,16.75,47,Afternoon,Sunny,Tuesday,Moderate,71,26,36-45,11
0,417,9.894318639,5N6LLE,HYSAPN,VPYC20,9CUW9G,"-2.354064, 86.682301","-76.233465, -65.20276",12/6/2023 10:36,12/6/2023 12:23,38.74,107,2,13,32,4,3.08,2.29,1.9,"75.238067, -48.51671",Unavailable,"-83.6209942206973, 99.53450966924254","-83.20422659085395, 99.99904181571806",447,108.93,1.71,122.93,Moderate,-0.471082218,2365,0.97,7.76,11.36,36,Afternoon,Cloudy,Wednesday,Heavy,48,2,46-55,12
0,418,2.371043581,JORS75,JVN1FB,0EZ2YR,3TYZ83,"51.245661, 22.768685","34.551134, -10.853331",12/6/2023 6:55,12/6/2023 8:22,24.38,87,4,0,25,0,3.85,1.5,2.7,"-0.506283, 112.635509",Unavailable,"-44.16728918982097, 176.8454012648413","-44.57806660599089, 177.78064547480656",944,97.31,79.81,111.29,Light,1.05513174,3004,0.91,14.09,18.96,21,Night,Sunny,Saturday,Moderate,19,89,46-55,14
0,419,8.947120669,OJ7UI3,F0BW4G,3RCZ0Q,A6MYOL,"-70.580328, 116.001176","-0.83355, -70.222081",12/6/2023 11:35,12/6/2023 12:19,35.73,44,4,23,6,24,2.91,1.23,2.1,"-62.277296, -61.539266",Available,"-63.60703550822902, 30.25911249435495","-63.28010408584, 30.951664178113955",769,49,44.12,47.1,Light,-0.758265847,8693,0.82,6.68,77.88,85,Afternoon,Cloudy,Friday,Heavy,6,39,46-55,6
0,420,8.714438799,O67EFY,JZ90J5,N70YC1,CCSXCT,"61.981778, 108.510811","-61.489867, 40.679886",12/6/2023 16:29,12/6/2023 17:43,30.82,74,4,17,28,11,2.4,1.18,1.3,"56.228721, 113.822488",Available,"58.634566709000836, -29.909723109005256","59.2284414025753, 329.6159381221237",187,67.49,86.59,74.97,Moderate,0.00164292,2117,0.82,7.66,19.83,22,Afternoon,Cloudy,Friday,Heavy,15,83,36-45,47
0,421,6.553820068,7S07NK,4SF5FN,R6WKRT,8YD221,"-59.170651, 51.950746","-55.468488, -43.595523",12/6/2023 22:37,12/7/2023 0:09,17.37,92,2,19,19,17,3.32,2.41,1.5,"-4.032468, -23.301292",Available,"67.09599512356249, 72.47181827202334","66.32454851961441, 71.84739508112592",522,68.59,115.49,65.93,Light,0.660586218,8416,0.97,9.91,78.1,49,Afternoon,Rainy,Sunday,Moderate,58,40,26-35,24
0,422,1.437887722,M9S6S6,NLTW5H,7R5CNR,NS3FPB,"-18.062288, -19.777704","-49.22016, -98.21752",12/6/2023 21:27,12/6/2023 22:37,45.21,70,7,9,24,28,4.8,1.06,1.3,"-60.263652, 60.458797",Available,"77.07696115444946, 161.861747688433","78.00756928555629, 162.54973249618956",519,66.73,40.1,74.53,Heavy,0.697980745,8589,0.91,12.49,13.72,15,Night,Sunny,Sunday,Heavy,6,60,46-55,49
0,423,2.827786617,K54953,TTEBC6,S2ISV9,O2DII4,"-64.191916, -106.157574","21.357928, 71.574241",12/6/2023 18:06,12/6/2023 19:04,35.02,58,7,12,47,15,2.51,1.17,1.1,"73.0112, 68.544307",Available,"-65.79620344980083, 43.12371711657383","-66.5646239101172, 42.86942461561217",200,107.68,85.75,99.42,Moderate,1.49391967,2523,0.81,12.83,99.71,21,Afternoon,Rainy,Tuesday,Heavy,12,36,18-25,39
0,424,9.535142715,41ZQ29,FC6S4I,WPYRCE,UP6L0M,"-76.911652, 19.461214","14.94817, 7.94569",12/6/2023 4:24,12/6/2023 5:41,24.87,77,7,19,32,25,2.56,2.25,1.2,"37.308599, 83.217256",Unavailable,"-31.903021266144037, -25.234479849578236","-32.28341766491278, 333.81634327351594",463,102.69,123.17,97.45,Moderate,-0.110409208,9637,0.91,14.47,94.95,114,Morning,Sunny,Tuesday,Light,2,31,36-45,50
0,425,2.752359669,8UNHLW,9NRLTY,KDEXEO,1XYCU4,"70.273125, 3.964295","59.863774, -75.465611",12/6/2023 0:49,12/6/2023 1:41,21.84,52,2,22,5,0,3.71,1.54,1.8,"-85.257576, -164.073199",Unavailable,"89.62455296175827, -77.46993225475435","90, 282.6442897353434",128,26.01,85.31,22.47,Moderate,-0.810002015,4730,0.84,6.43,52.13,83,Morning,Sunny,Friday,Moderate,1,59,46-55,12
0,426,5.12674383,Z18DHC,TDE0VZ,K1RWBD,SGDCDZ,"-42.6231, 86.746544","14.057903, 24.047588",12/6/2023 9:40,12/6/2023 11:12,5.53,92,1,11,15,21,2.62,1.34,1.8,"56.287878, 93.953328",Unavailable,"-88.38315252085107, -119.83291025082579","-89.09248579570153, 239.17656264126302",478,59.25,97.73,47.98,Heavy,-0.764871383,5698,0.94,9,91.31,84,Morning,Sunny,Tuesday,Moderate,85,96,46-55,21
0,427,7.895475189,WS7B4Z,8MQG2U,K8NTQO,RFRWPB,"-20.248389, 41.419853","-44.209945, -98.545483",12/6/2023 13:21,12/6/2023 14:26,48.68,65,2,10,0,26,4.61,1.9,1.1,"-39.659601, 114.384624",Available,"68.41812886512628, 179.3370871864093","68.06920074685068, 178.9942516831237",590,22.07,54.5,20.06,Moderate,0.893994106,2624,0.86,12.36,32.02,81,Morning,Cloudy,Saturday,Heavy,73,13,56+,42
0,428,1.448636654,VJZZ56,TPHTZX,GHAV9I,35UAIJ,"1.107641, 156.706108","33.537946, -99.006858",12/6/2023 14:31,12/6/2023 16:09,32.15,98,10,0,27,2,3.68,1.25,1.8,"-15.603525, 91.991081",Available,"-71.06045034244289, -41.70899141600498","-70.70125237558771, 319.18748616206676",390,53.74,88.03,53.26,Moderate,-1.366106455,7750,0.95,14.42,43.44,50,Night,Sunny,Tuesday,Light,17,2,18-25,42
0,429,1.424128326,30IWZD,0E2IAR,N5GEX7,Z384HI,"89.427761, 147.091638","68.106469, 100.759107",12/6/2023 13:41,12/6/2023 14:05,31.92,24,2,2,29,13,4.03,1.59,3,"-38.924822, 11.088124",Unavailable,"-30.88035834359792, -6.651374406487577","-30.309156053614597, 352.35872011897624",280,60.57,6.47,65.17,Heavy,-0.917806551,9387,0.93,6.45,86.83,37,Night,Sunny,Thursday,Light,19,55,46-55,24
0,430,1.100864304,XF6MU8,VFPQN5,76UAGQ,GSEWC8,"34.203304, -63.916882","-7.108432, 136.868287",12/6/2023 14:10,12/6/2023 14:54,14.97,44,5,23,49,5,4.48,1.37,1.4,"69.531637, 100.563131",Unavailable,"-76.76751161138115, 116.50378252977123","-76.96085447300516, 116.87946169700719",952,93.5,94.79,79.93,Heavy,-0.015385813,2682,0.88,9.41,92.3,29,Morning,Cloudy,Monday,Light,84,55,56+,20
0,431,4.397714037,8VR1HC,0JXFV8,NRF43Z,85VJVT,"28.993722, 77.902259","-72.226556, -159.564236",12/6/2023 21:54,12/6/2023 22:26,35.56,32,10,23,5,13,4.58,1.71,2.2,"57.821961, 166.789951",Available,"83.468219214584, 118.09842023767436","82.76387308342113, 118.75636014519988",908,27.65,48.31,27.26,Moderate,-1.761282574,3795,0.86,6.17,43.48,74,Morning,Rainy,Wednesday,Heavy,79,21,26-35,19
0,432,4.407728847,HHE7EY,07APX9,IQ3V77,72PGA8,"-28.352298, -10.048051","-0.687409, 106.236664",12/6/2023 8:19,12/6/2023 9:08,44.53,49,7,4,39,4,3.3,1.86,1.1,"79.544644, -129.549927",Available,"60.41085004687602, -117.60452466561802","61.05579172937793, 241.6088868726695",755,83.32,89.81,80.05,Moderate,-0.114211867,1845,0.97,13.93,71.46,44,Afternoon,Sunny,Friday,Heavy,23,15,56+,20
0,433,8.26868159,7MGYDB,XDDH8B,OWK6S1,PFZ1BX,"26.868766, -92.547137","59.122971, -7.927098",12/6/2023 6:23,12/6/2023 8:03,4.36,100,10,19,9,5,4.37,2.16,2.9,"27.456699, -40.292857",Unavailable,"51.24504891776709, -59.34377604002216","50.93404090415743, 300.5996070527641",567,111.23,12.09,103.97,Light,0.124322227,2184,0.81,6.76,24.87,21,Afternoon,Cloudy,Saturday,Heavy,87,46,26-35,48
0,434,5.024363559,5CVHVT,6VI11D,H8ASZ5,MQYYGP,"9.827556, -86.663136","-81.520038, -60.600161",12/6/2023 22:24,12/7/2023 0:11,3.45,107,4,23,20,9,2.47,1.52,1.2,"-18.184529, 168.380088",Unavailable,"52.521435037299625, 124.74872295784769","52.41968406662375, 124.2286708900442",243,80,25.89,80.12,Light,-0.212858526,6313,0.93,14.81,9.23,99,Evening,Cloudy,Saturday,Moderate,35,14,46-55,6
0,435,6.293262863,TIVRY1,MFZHDD,02SI33,9VWL47,"45.991936, -12.944142","16.749608, 148.518213",12/6/2023 8:38,12/6/2023 9:35,33.8,57,6,22,23,10,3.21,1.57,2.1,"-6.788353, 113.399431",Unavailable,"-53.53277562967015, -76.71021581186744","-52.75242243424276, 282.34161061489664",931,22.45,55.93,20.99,Light,-1.651743054,5953,0.9,9.51,86.88,81,Morning,Sunny,Saturday,Heavy,6,29,26-35,5
0,436,3.856429206,EKP3VL,IFU0W0,VAGTVA,UCYSX6,"14.949114, -38.228236","43.468425, 16.129965",12/6/2023 16:23,12/6/2023 17:24,22.12,61,10,21,14,23,2.38,1.79,2.2,"20.324703, 83.360226",Available,"-53.408981126018396, -78.8693760566066","-52.424834952725014, 280.9257228729424",873,38.36,77.06,37.91,Heavy,0.323228832,9109,0.87,6.11,20.67,75,Evening,Rainy,Monday,Heavy,24,45,26-35,31
0,437,2.887460124,I1T344,O8HKQT,JCRFC2,55XBTM,"-86.775688, -172.600381","40.225081, 154.108062",12/6/2023 9:52,12/6/2023 10:26,7.32,34,9,3,45,8,2.9,1.07,1.1,"-46.432759, 163.686962",Unavailable,"83.26043697293107, 96.45977502091114","83.92288757432814, 97.30693862717358",364,31.93,75.55,33.27,Moderate,0.2595334,6702,0.96,13.25,70.21,77,Night,Rainy,Monday,Light,7,86,56+,4
0,438,7.804400804,AI8L33,QTJCYI,W3NIRT,LYGWFC,"12.743827, -146.196401","56.650945, -7.943928",12/6/2023 12:14,12/6/2023 13:49,17.29,95,7,20,5,9,3.91,1.01,1.8,"-50.943601, -26.336194",Available,"57.53061765457991, 176.42977159541448","57.945148252940484, 176.27744702458455",243,88.7,38.69,82.37,Heavy,2.304104205,9220,0.85,11.99,2.19,88,Night,Rainy,Saturday,Light,45,91,46-55,5
